GUT_GENOME154600_00639 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME154600_01100 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME017420_00788 tetM  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME017420_01650 tnpA  Transposase for transposon Tn5
GUT_GENOME017420_01768 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME017420_02035 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME017420_02437 bin3_1  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME017420_02673 bin3_2  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME017420_03205 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME017420_03206 Int-Tn_4  Transposase from transposon Tn916
GUT_GENOME017420_03280 Int-Tn_5  Transposase from transposon Tn916
GUT_GENOME028737_00709 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME028737_01765 tetM  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME028737_02895 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME028737_03326 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME028737_03339 Int-Tn_4  Transposase from transposon Tn916
GUT_GENOME131591_00815 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME131591_01271 tetM  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME131591_02840 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME074967_01259 tnpA  Transposase for transposon Tn5
GUT_GENOME074967_02097 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME074967_02216 tetM  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME074967_02481 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME107238_00797 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME107238_01304 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME107238_01805 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME107238_02471 Int-Tn_4  Transposase from transposon Tn916
GUT_GENOME107238_02753 Int-Tn_5  Transposase from transposon Tn916
GUT_GENOME188522_00020 tetM  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME188522_01352 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME188522_02156 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME273799_01545 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME273799_02180 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME001152_01632 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME001152_02775 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME001152_03575 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME001152_03587 Int-Tn_4  Transposase from transposon Tn916
GUT_GENOME265094_00365 tetM  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME265094_00579 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME265094_02754 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME265094_02755 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME277547_00554 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME277547_01272 bin3  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME277547_01877 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME277547_02658 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME273663_00915 Int-Tn  Transposase from transposon Tn916
GUT_GENOME273663_01015 tetM  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME211175_00165 tetM  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME211175_00385 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME211175_01433 bin3_1  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME211175_01599 bin3_2  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME211175_02639 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME000464_00425 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME000464_00611 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME000464_02783 bin3  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME000464_02788 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME000464_02938 Int-Tn_4  Transposase from transposon Tn916
GUT_GENOME000464_03702 Int-Tn_5  Transposase from transposon Tn916
GUT_GENOME000464_03775 Int-Tn_6  Transposase from transposon Tn916
GUT_GENOME275044_00546 bin3  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME275044_00628 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME275044_01306 tetM  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME275044_01345 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME245318_00457 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME245318_01794 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME240222_00729 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME240222_00730 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME240222_01967 tetM  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME107110_00838 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME107110_01944 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME133429_01663 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME133429_01782 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME082182_00185 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME082182_01705 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME002819_01387 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME002819_01434 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME259692_01350 tetM  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME259692_01553 bin3  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME259692_01646 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME259692_02192 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME139327_00194 bin3_1  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME139327_00320 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME139327_00844 bin3_2  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME139327_01243 bin3_3  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME139327_01853 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME148281_01488 Int-Tn  Transposase from transposon Tn916
GUT_GENOME156789_00908 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME156789_02576 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME156789_02987 bin3  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME068211_00960 Int-Tn  Transposase from transposon Tn916
GUT_GENOME068211_01470 tetM  Tetracycline resistance protein TetM from transposon Tn916
GUT_GENOME008295_00008 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME008295_01391 tetM  Tetracycline resistance protein TetM from transposon Tn916
GUT_GENOME008295_01457 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME008295_02194 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME067060_00815 bin3  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME067060_01109 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME067060_03017 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME078425_02855 Int-Tn  Transposase from transposon Tn916
GUT_GENOME171919_00259 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME171919_00906 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME171919_01458 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME171919_01765 Int-Tn_4  Transposase from transposon Tn916
GUT_GENOME171919_02425 tetM  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME171919_02919 Int-Tn_5  Transposase from transposon Tn916
GUT_GENOME171919_03102 Int-Tn_6  Transposase from transposon Tn916
GUT_GENOME171919_03469 Int-Tn_7  Transposase from transposon Tn916
GUT_GENOME240789_00128 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME240789_00129 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME240789_01344 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME240789_01466 bin3_1  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME240789_01886 Int-Tn_4  Transposase from transposon Tn916
GUT_GENOME240789_02187 Int-Tn_5  Transposase from transposon Tn916
GUT_GENOME240789_02198 Int-Tn_6  Transposase from transposon Tn916
GUT_GENOME240789_02684 Int-Tn_7  Transposase from transposon Tn916
GUT_GENOME240789_03031 Int-Tn_8  Transposase from transposon Tn916
GUT_GENOME240789_03146 Int-Tn_9  Transposase from transposon Tn916
GUT_GENOME240789_03462 bin3_2  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME001784_01467 tetM  Tetracycline resistance protein TetM from transposon Tn916
GUT_GENOME001784_02992 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME001784_03340 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME001784_03349 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME001784_03644 Int-Tn_4  Transposase from transposon Tn916
GUT_GENOME001784_03807 bin3  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME001784_03920 Int-Tn_5  Transposase from transposon Tn916
GUT_GENOME124591_01902 tetM  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME124591_02785 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME124591_02812 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME124591_02928 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME108698_01053 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME108698_01330 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME108698_01517 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME108698_01651 tetM  Tetracycline resistance protein TetM from transposon Tn916
GUT_GENOME108698_01773 Int-Tn_4  Transposase from transposon Tn916
GUT_GENOME108698_02391 bin3_1  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME108698_03209 Int-Tn_5  Transposase from transposon Tn916
GUT_GENOME108698_03231 bin3_2  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME108698_03289 Int-Tn_6  Transposase from transposon Tn916
GUT_GENOME172811_00223 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME172811_00781 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME172811_01324 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME172811_02843 Int-Tn_4  Transposase from transposon Tn916
GUT_GENOME172811_02941 Int-Tn_5  Transposase from transposon Tn916
GUT_GENOME277447_00408 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME277447_01350 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME277447_01680 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME277447_01752 tetM  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME277447_02952 Int-Tn_4  Transposase from transposon Tn916
GUT_GENOME277447_03234 Int-Tn_5  Transposase from transposon Tn916
GUT_GENOME277447_03400 Int-Tn_6  Transposase from transposon Tn916
GUT_GENOME277447_03578 Int-Tn_7  Transposase from transposon Tn916
GUT_GENOME112891_01259 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME112891_01566 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME112891_02025 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME112891_02124 Int-Tn_4  Transposase from transposon Tn916
GUT_GENOME112891_02995 Int-Tn_5  Transposase from transposon Tn916
GUT_GENOME273531_01303 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME273531_02110 tetM  Tetracycline resistance protein TetM from transposon Tn916
GUT_GENOME273531_02590 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME102485_00232 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME102485_01506 bin3  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME102485_02417 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME213323_01063 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME213323_01800 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME213323_01805 bin3  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME213323_01855 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME213323_02471 Int-Tn_4  Transposase from transposon Tn916
GUT_GENOME213323_03103 Int-Tn_5  Transposase from transposon Tn916
GUT_GENOME213323_03547 tetM  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME153418_00958 tetM  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME153418_01235 Int-Tn  Transposase from transposon Tn916
GUT_GENOME061398_02016 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME061398_02230 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME173851_00718 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME173851_01032 bin3  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME173851_01540 tetM  Tetracycline resistance protein TetM from transposon Tn916
GUT_GENOME173851_02664 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME173851_02898 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME182720_00451 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME182720_01686 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME182720_01761 tetM  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME182720_02916 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME182720_02942 Int-Tn_4  Transposase from transposon Tn916
GUT_GENOME100180_00119 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME100180_01215 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME100180_01967 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME100180_02516 Int-Tn_4  Transposase from transposon Tn916
GUT_GENOME224553_00494 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME224553_01146 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME224553_02052 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME224553_02424 Int-Tn_4  Transposase from transposon Tn916
GUT_GENOME224553_02882 bin3_1  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME224553_03012 bin3_2  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME224553_03124 Int-Tn_5  Transposase from transposon Tn916
GUT_GENOME224553_03273 Int-Tn_6  Transposase from transposon Tn916
GUT_GENOME224553_03703 Int-Tn_7  Transposase from transposon Tn916
GUT_GENOME224553_03779 Int-Tn_8  Transposase from transposon Tn916
GUT_GENOME130727_00269 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME130727_00360 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME130727_01151 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME020384_00418 bin3_1  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME020384_01349 bin3_2  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME020384_01407 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME020384_02000 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME020384_02623 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME020384_03275 bin3_3  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME278593_01941 tetM  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME278593_02140 Int-Tn  Transposase from transposon Tn916
GUT_GENOME005790_00374 Int-Tn  Transposase from transposon Tn916
GUT_GENOME135294_00522 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME135294_00802 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME135294_01678 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME135294_01748 Int-Tn_4  Transposase from transposon Tn916
GUT_GENOME135294_01961 Int-Tn_5  Transposase from transposon Tn916
GUT_GENOME135294_02314 bin3  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME093598_01506 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME093598_01735 bin3  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME093598_01916 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME093598_02045 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME278696_00470 tetM  Tetracycline resistance protein TetM from transposon Tn916
GUT_GENOME278696_00561 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME278696_00583 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME278696_00671 bin3  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME101207_00935 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME101207_01244 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME101207_01520 Int-Tn_3  Transposase from transposon Tn916
GUT_GENOME101207_02621 Int-Tn_4  Transposase from transposon Tn916
GUT_GENOME270126_01384 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME270126_01450 bin3  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME270126_01838 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME031720_00377 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME031720_00734 tetM  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME031720_02517 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME136007_00154 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME136007_00769 tetM  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME136007_01788 bin3  Putative transposon Tn552 DNA-invertase bin3
GUT_GENOME136007_02022 Int-Tn_2  Transposase from transposon Tn916
GUT_GENOME022836_00574 Int-Tn  Transposase from transposon Tn916
GUT_GENOME022836_01830 tetM  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME265220_00035 tetM_1  Tetracycline resistance protein TetM from transposon TnFO1
GUT_GENOME265220_00124 Int-Tn_1  Transposase from transposon Tn916
GUT_GENOME265220_02330 Int-Tn_2  Transposase from transposon Tn916
